naslov,ESRB_deskriptor 
Saiyuki: Journey West,Violence
Spartan: Total Warrior,Blood
Spartan: Total Warrior,Violence
Zumba Fitness Rush,Lyrics
Zumba Fitness Rush,Suggestive Themes
Banjo-Tooie,Comic Mischief
Banjo-Tooie,Violence
Soul Nomad & the World Eaters,Blood
Soul Nomad & the World Eaters,Fantasy Violence
Soul Nomad & the World Eaters,Language
Soul Nomad & the World Eaters,Sexual Themes
Soul Nomad & the World Eaters,Strong Language
Soul Nomad & the World Eaters,Violence
Kinect: Disneyland Adventures,Violence
ModNation Racers,Comic Mischief
ModNation Racers,Violence
Nancy Drew: The White Wolf of Icicle Creek,Alcohol Reference
Nancy Drew: The White Wolf of Icicle Creek,Mild Violence
Nancy Drew: The White Wolf of Icicle Creek,Violence
Battle Engine Aquila,Violence
"Scene It? Lights, Camera, Action",Blood
"Scene It? Lights, Camera, Action",Language
"Scene It? Lights, Camera, Action",Suggestive Themes
"Scene It? Lights, Camera, Action",Use of Alcohol
"Scene It? Lights, Camera, Action",Violence
Monster Lab,Animated Blood
Monster Lab,Blood
Monster Lab,Comic Mischief
Monster Lab,Fantasy Violence
Monster Lab,Suggestive Themes
Monster Lab,Violence
Earth 2160,Blood
Earth 2160,Blood and Gore
Earth 2160,Language
Earth 2160,Violence
Final Fantasy Crystal Chronicles: My Life as a Darklord,Fantasy Violence
Final Fantasy Crystal Chronicles: My Life as a Darklord,Suggestive Themes
Final Fantasy Crystal Chronicles: My Life as a Darklord,Violence
Dante's Inferno,Blood
Dante's Inferno,Blood and Gore
Dante's Inferno,Intense Violence
Dante's Inferno,Nudity
Dante's Inferno,Sexual Content
Dante's Inferno,Violence
Kinect Sports,Animated Blood
Kinect Sports,Blood
Kinect Sports,Violence
Neverwinter Nights 2: Storm of Zehir,Alcohol Reference
Neverwinter Nights 2: Storm of Zehir,Blood
Neverwinter Nights 2: Storm of Zehir,Language
Neverwinter Nights 2: Storm of Zehir,Sexual Themes
Neverwinter Nights 2: Storm of Zehir,Violence
Spartan: Total Warrior,Blood
Spartan: Total Warrior,Violence
Yu-Gi-Oh! Nightmare Troubadour,Fantasy Violence
Yu-Gi-Oh! Nightmare Troubadour,Violence
Beyond Divinity,Blood
Beyond Divinity,Blood and Gore
Beyond Divinity,Violence
Primal,Blood
Primal,Violence
Godzilla: Destroy All Monsters Melee,Violence
Star Wars: Racer Revenge,Mild Violence
Star Wars: Racer Revenge,Violence
Disney's Donald Duck: Goin' Quackers,Violence
Motocross Mania,Violence
Dokapon Kingdom,Alcohol Reference
Dokapon Kingdom,Comic Mischief
Dokapon Kingdom,Fantasy Violence
Dokapon Kingdom,Language
Dokapon Kingdom,Simulated Gambling
Dokapon Kingdom,Suggestive Themes
Dokapon Kingdom,Violence
SingStar Pop,Alcohol Reference
SingStar Pop,Lyrics
SingStar Pop,Mild Violence
SingStar Pop,Suggestive Themes
SingStar Pop,Violence
Beautiful Katamari,Alcohol Reference
Beautiful Katamari,Comic Mischief
Beautiful Katamari,Fantasy Violence
Beautiful Katamari,Violence
Dragon Ball Z: Attack of the Saiyans,Crude Humor
Dragon Ball Z: Attack of the Saiyans,Language
Dragon Ball Z: Attack of the Saiyans,Suggestive Themes
Dragon Ball Z: Attack of the Saiyans,Use of Tobacco
Dragon Ball Z: Attack of the Saiyans,Violence
Need for Speed Carbon: Own the City,Mild Violence
Need for Speed Carbon: Own the City,Violence
Armored Core: Nexus,Fantasy Violence
Armored Core: Nexus,Violence
Mega Man X Collection,Animated Blood
Mega Man X Collection,Blood
Mega Man X Collection,Violence
Drawn to Life,Violence
Scribblenauts Unlimited,Comic Mischief
Scribblenauts Unlimited,Violence
Zone of the Enders HD Collection,Blood
Zone of the Enders HD Collection,Blood and Gore
Zone of the Enders HD Collection,Intense Violence
Zone of the Enders HD Collection,Language
Zone of the Enders HD Collection,Nudity
Zone of the Enders HD Collection,Partial Nudity
Zone of the Enders HD Collection,Violence
The Sims 3,Comic Mischief
The Sims 3,Suggestive Themes
Gravity Crash,Fantasy Violence
Gravity Crash,Violence
Dragon Ball Z: Budokai Tenkaichi 2,Violence
Anarchy Reigns,Blood
Anarchy Reigns,Blood and Gore
Anarchy Reigns,Intense Violence
Anarchy Reigns,Language
Anarchy Reigns,Nudity
Anarchy Reigns,Partial Nudity
Anarchy Reigns,Sexual Themes
Anarchy Reigns,Strong Language
Anarchy Reigns,Violence
Warlords Battlecry III,Blood
Warlords Battlecry III,Use of Alcohol
Warlords Battlecry III,Violence
Tribes Aerial Assault,Violence
Mini Ninjas,Crude Humor
Mini Ninjas,Violence
Madagascar,Crude Humor
Madagascar,Violence
X3: Terran Conflict,Drug Reference
X3: Terran Conflict,Fantasy Violence
X3: Terran Conflict,Language
X3: Terran Conflict,Violence
Contact,Comic Mischief
Contact,Suggestive Themes
Contact,Violence
Dragon Ball Z: Budokai Tenkaichi 2,Violence
Anarchy Reigns,Blood
Anarchy Reigns,Blood and Gore
Anarchy Reigns,Intense Violence
Anarchy Reigns,Language
Anarchy Reigns,Nudity
Anarchy Reigns,Partial Nudity
Anarchy Reigns,Sexual Themes
Anarchy Reigns,Strong Language
Anarchy Reigns,Violence
Warlords Battlecry III,Blood
Warlords Battlecry III,Use of Alcohol
Warlords Battlecry III,Violence
Tribes Aerial Assault,Violence
Mini Ninjas,Crude Humor
Mini Ninjas,Violence
Madagascar,Crude Humor
Madagascar,Violence
X3: Terran Conflict,Drug Reference
X3: Terran Conflict,Fantasy Violence
X3: Terran Conflict,Language
X3: Terran Conflict,Violence
Contact,Comic Mischief
Contact,Suggestive Themes
Contact,Violence
Tony Hawk's Proving Ground,Language
Tony Hawk's Proving Ground,Tobacco Reference
Tony Hawk's Proving Ground,Violence
Twisted Metal: Head-On - Extra Twisted Edition,Blood
Twisted Metal: Head-On - Extra Twisted Edition,Blood and Gore
Twisted Metal: Head-On - Extra Twisted Edition,Drug Reference
Twisted Metal: Head-On - Extra Twisted Edition,Language
Twisted Metal: Head-On - Extra Twisted Edition,Suggestive Themes
Twisted Metal: Head-On - Extra Twisted Edition,Violence
The Lord of the Rings: The Third Age,Violence
Max Payne 2: The Fall of Max Payne,Blood
Max Payne 2: The Fall of Max Payne,Intense Violence
Max Payne 2: The Fall of Max Payne,Language
Max Payne 2: The Fall of Max Payne,Sexual Themes
Max Payne 2: The Fall of Max Payne,Strong Language
Max Payne 2: The Fall of Max Payne,Violence
Warlords IV: Heroes of Etheria,Blood
Warlords IV: Heroes of Etheria,Violence
Indiana Jones and the Emperor's Tomb,Violence
WWE Road to WrestleMania X8,Language
WWE Road to WrestleMania X8,Violence
Test Drive,Lyrics
Pac-Man World 2,Mild Violence
Pac-Man World 2,Violence
Excite Truck,Mild Violence
Excite Truck,Violence
Crimson Alliance,Blood
Crimson Alliance,Language
Crimson Alliance,Nudity
Crimson Alliance,Partial Nudity
Crimson Alliance,Sexual Themes
Crimson Alliance,Use of Alcohol
Crimson Alliance,Violence
SOCOM: U.S. Navy Seals: Combined Assault,Drug Reference
SOCOM: U.S. Navy Seals: Combined Assault,Violence
F.E.A.R.,Blood
F.E.A.R.,Blood and Gore
F.E.A.R.,Intense Violence
F.E.A.R.,Language
F.E.A.R.,Strong Language
F.E.A.R.,Violence
Rock of Ages,Crude Humor
Rock of Ages,Violence
Capcom Classics Collection Remixed,Animated Blood
Capcom Classics Collection Remixed,Blood
Capcom Classics Collection Remixed,Violence
Ridge Racer Unbounded,Language
Ridge Racer Unbounded,Mild Violence
Ridge Racer Unbounded,Violence
Majesty 2: The Fantasy Kingdom Sim,Alcohol Reference
Majesty 2: The Fantasy Kingdom Sim,Blood
Majesty 2: The Fantasy Kingdom Sim,Fantasy Violence
Majesty 2: The Fantasy Kingdom Sim,Violence
Brothers In Arms DS,Language
Brothers In Arms DS,Violence
Derrick the Deathfin,Blood
Derrick the Deathfin,Comic Mischief
Derrick the Deathfin,Fantasy Violence
Derrick the Deathfin,Violence
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",Comic Mischief
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",Language
Serious Sam II,Blood
Serious Sam II,Blood and Gore
Serious Sam II,Violence
Urban Chaos: Riot Response,Blood
Urban Chaos: Riot Response,Blood and Gore
Urban Chaos: Riot Response,Intense Violence
Urban Chaos: Riot Response,Language
Urban Chaos: Riot Response,Strong Language
Urban Chaos: Riot Response,Violence
Medal of Honor: European Assault,Blood
Medal of Honor: European Assault,Violence
Bujingai: The Forsaken City,Fantasy Violence
Bujingai: The Forsaken City,Violence
Midway Arcade Treasures,Blood
Midway Arcade Treasures,Blood and Gore
Midway Arcade Treasures,Violence
No More Heroes: Heroes Paradise,Blood
No More Heroes: Heroes Paradise,Blood and Gore
No More Heroes: Heroes Paradise,Crude Humor
No More Heroes: Heroes Paradise,Intense Violence
No More Heroes: Heroes Paradise,Language
No More Heroes: Heroes Paradise,Nudity
No More Heroes: Heroes Paradise,Partial Nudity
No More Heroes: Heroes Paradise,Sexual Themes
No More Heroes: Heroes Paradise,Strong Language
No More Heroes: Heroes Paradise,Violence
Castlevania: Lords of Shadow - Mirror of Fate,Blood
Castlevania: Lords of Shadow - Mirror of Fate,Blood and Gore
Castlevania: Lords of Shadow - Mirror of Fate,Nudity
Castlevania: Lords of Shadow - Mirror of Fate,Partial Nudity
Castlevania: Lords of Shadow - Mirror of Fate,Suggestive Themes
Castlevania: Lords of Shadow - Mirror of Fate,Violence
The Bigs,Mild Violence
The Bigs,Violence
Alpha Protocol,Blood
Alpha Protocol,Drug Reference
Alpha Protocol,Intense Violence
Alpha Protocol,Language
Alpha Protocol,Sexual Content
Alpha Protocol,Strong Language
Alpha Protocol,Violence
Puyo Pop Fever,Language
Siren,Blood
Siren,Blood and Gore
Siren,Intense Violence
Siren,Language
Siren,Sexual Content
Siren,Strong Language
Siren,Strong Sexual Content
Siren,Use of Drugs
Siren,Violence
Silent Hill 3,Blood
Silent Hill 3,Blood and Gore
Silent Hill 3,Mild Violence
Silent Hill 3,Violence
Medal of Honor: Allied Assault - Breakthrough,Violence
Buffy the Vampire Slayer: Chaos Bleeds,Blood
Buffy the Vampire Slayer: Chaos Bleeds,Blood and Gore
Buffy the Vampire Slayer: Chaos Bleeds,Language
Buffy the Vampire Slayer: Chaos Bleeds,Suggestive Themes
Buffy the Vampire Slayer: Chaos Bleeds,Violence
X2: Wolverine's Revenge,Violence
Impossible Creatures,Comic Mischief
Impossible Creatures,Violence
Fire Pro Wrestling 2,Mild Violence
Fire Pro Wrestling 2,Violence
Cultures 2: The Gates of Asgard,Mild Violence
Cultures 2: The Gates of Asgard,Suggestive Themes
Cultures 2: The Gates of Asgard,Violence
Looney Tunes: Sheep Raider,Comic Mischief
Call to Power II,Violence
Monster Hunter Freedom 2,Blood
Monster Hunter Freedom 2,Use of Alcohol
Monster Hunter Freedom 2,Violence
WWE SmackDown vs. Raw 2009,Blood
WWE SmackDown vs. Raw 2009,Language
WWE SmackDown vs. Raw 2009,Suggestive Themes
WWE SmackDown vs. Raw 2009,Violence
Bully: Scholarship Edition,Animated Blood
Bully: Scholarship Edition,Blood
Bully: Scholarship Edition,Crude Humor
Bully: Scholarship Edition,Language
Bully: Scholarship Edition,Sexual Themes
Bully: Scholarship Edition,Use of Alcohol
Bully: Scholarship Edition,Violence
Marvel vs. Capcom Origins,Nudity
Marvel vs. Capcom Origins,Partial Nudity
Marvel vs. Capcom Origins,Violence
Order Up!!,Comic Mischief
DC Universe Online,Blood
DC Universe Online,Language
DC Universe Online,Suggestive Themes
DC Universe Online,Violence
The Getaway,Blood
The Getaway,Drug Reference
The Getaway,Language
The Getaway,Sexual Content
The Getaway,Strong Language
The Getaway,Strong Sexual Content
The Getaway,Violence
Omega Five,Fantasy Violence
Omega Five,Suggestive Themes
Omega Five,Violence
Commanders: Attack of the Genos,Fantasy Violence
Commanders: Attack of the Genos,Violence
Ridge Racer Unbounded,Language
Ridge Racer Unbounded,Mild Violence
Ridge Racer Unbounded,Violence
Overlord: Raising Hell,Blood
Overlord: Raising Hell,Blood and Gore
Overlord: Raising Hell,Crude Humor
Overlord: Raising Hell,Language
Overlord: Raising Hell,Suggestive Themes
Overlord: Raising Hell,Use of Alcohol
Overlord: Raising Hell,Violence
Ys: The Ark of Napishtim,Fantasy Violence
Ys: The Ark of Napishtim,Language
Ys: The Ark of Napishtim,Suggestive Themes
Ys: The Ark of Napishtim,Use of Alcohol
Ys: The Ark of Napishtim,Violence
Samurai Warriors: Xtreme Legends,Violence
Front Mission,Fantasy Violence
Front Mission,Language
Front Mission,Violence
Thrillville,Fantasy Violence
Thrillville,Lyrics
Thrillville,Suggestive Themes
Thrillville,Violence
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Fantasy Violence
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Violence
Tokobot,Violence
Stubbs the Zombie in Rebel Without a Pulse,Blood
Stubbs the Zombie in Rebel Without a Pulse,Blood and Gore
Stubbs the Zombie in Rebel Without a Pulse,Crude Humor
Stubbs the Zombie in Rebel Without a Pulse,Intense Violence
Stubbs the Zombie in Rebel Without a Pulse,Language
Stubbs the Zombie in Rebel Without a Pulse,Sexual Themes
Stubbs the Zombie in Rebel Without a Pulse,Strong Language
Stubbs the Zombie in Rebel Without a Pulse,Violence
Samurai Shodown II,Blood
Samurai Shodown II,Language
Samurai Shodown II,Tobacco Reference
Samurai Shodown II,Violence
NASCAR The Game: Inside Line,Mild Violence
NASCAR The Game: Inside Line,Violence
Tom Clancy's Rainbow Six 3: Athena Sword,Blood
Tom Clancy's Rainbow Six 3: Athena Sword,Violence
Commandos 3: Destination Berlin,Blood
Commandos 3: Destination Berlin,Violence
Project Eden,Blood
Project Eden,Blood and Gore
Project Eden,Violence
Magic: The Gathering - Battlegrounds,Fantasy Violence
Magic: The Gathering - Battlegrounds,Violence
Tony Hawk's Proving Ground,Language
Tony Hawk's Proving Ground,Tobacco Reference
Tony Hawk's Proving Ground,Violence
The Sims 3: University Life,Crude Humor
The Sims 3: University Life,Sexual Themes
The Sims 3: University Life,Violence
Trash Panic,Language
Trash Panic,Violence
GripShift,Mild Violence
GripShift,Violence
Naruto: Clash of Ninja Revolution 2,Suggestive Themes
Naruto: Clash of Ninja Revolution 2,Violence
Pro Evolution Soccer 2010,Lyrics
Cars 2: The Video Game,Violence
Shattered Horizon,Suggestive Themes
Shattered Horizon,Violence
Mount & Blade,Alcohol Reference
Mount & Blade,Blood
Mount & Blade,Language
Mount & Blade,Suggestive Themes
Mount & Blade,Violence
Oddworld: Munch's Oddysee HD,Blood
Oddworld: Munch's Oddysee HD,Crude Humor
Oddworld: Munch's Oddysee HD,Language
Oddworld: Munch's Oddysee HD,Use of Tobacco
Oddworld: Munch's Oddysee HD,Violence
Forgotten Realms: Demon Stone,Blood
Forgotten Realms: Demon Stone,Violence
LocoRoco Cocoreccho!,Comic Mischief
Lemony Snicket's A Series of Unfortunate Events,Violence
Tales of Legendia,Fantasy Violence
Tales of Legendia,Language
Tales of Legendia,Suggestive Themes
Tales of Legendia,Violence
Mercenaries 2: World in Flames,Language
Mercenaries 2: World in Flames,Use of Alcohol
Mercenaries 2: World in Flames,Use of Tobacco
Mercenaries 2: World in Flames,Violence
"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",Comic Mischief
Disney's Chicken Little: Ace in Action,Fantasy Violence
Disney's Chicken Little: Ace in Action,Violence
Worms: Battle Islands,Language
Worms: Battle Islands,Violence
Justice League Heroes,Fantasy Violence
Justice League Heroes,Language
Justice League Heroes,Violence
Dark Sector,Blood
Dark Sector,Blood and Gore
Dark Sector,Intense Violence
Dark Sector,Language
Dark Sector,Strong Language
Dark Sector,Violence
Dead Rising 2: Off the Record,Blood
Dead Rising 2: Off the Record,Blood and Gore
Dead Rising 2: Off the Record,Intense Violence
Dead Rising 2: Off the Record,Language
Dead Rising 2: Off the Record,Nudity
Dead Rising 2: Off the Record,Partial Nudity
Dead Rising 2: Off the Record,Sexual Themes
Dead Rising 2: Off the Record,Use of Alcohol
Dead Rising 2: Off the Record,Violence
Test Drive: Eve of Destruction,Lyrics
Test Drive: Eve of Destruction,Mild Violence
Test Drive: Eve of Destruction,Simulated Gambling
Test Drive: Eve of Destruction,Violence
Sword of Mana,Fantasy Violence
Sword of Mana,Violence
Disciples II: Guardians of the Light,Mild Violence
Disciples II: Guardians of the Light,Violence
Hearts of Iron,Violence
NFL Blitz 20-03,Violence
NFL Blitz 20-03,Violence
Silpheed: The Lost Planet,Language
Silpheed: The Lost Planet,Violence
RC Revenge,Violence
Super Dragon Ball Z,Violence
Sudeki,Blood
Sudeki,Blood and Gore
Sudeki,Violence
Amped 3,Crude Humor
Amped 3,Mild Violence
