naslov,datum,metascore,stevilo_glasov_metascore,ocena_uporabnikov,stevilo_glasov_uporabnikov,oznaka,developer,stevilo_online_igralcev,stevilo_igralcev 
Hitman: Contracts,2004-04-20,74,27,7.7,236,M,Io Interactive,No Online Multiplayer,1 Player
SpellForce: The Order of Dawn,2004-02-11,74,24,7.7,84,T,EA Phenomic,,1-8 Players
XIII,2003-11-24,74,38,8.1,19,M,Southend Interactive,,1-4 Players
Pac-Man World 2,2002-03-19,74,18,8.3,37,E,Namco,,1 Player
Ultimate Fighting Championship: Tapout,2002-02-17,74,20,,,T,DreamFactory,,1-2 Players
Atari Anniversary Edition,2001-07-09,74,8,7.3,4,E,Digital Eclipse,,1-4 Players
The Legend of Dragoon,2000-06-11,74,12,9.0,330,T,SCEI,,1 Player
Bad Mojo,1996-02-29,74,10,6.9,13,T,Pulse Entertainment,,1 Player
Starlink: Battle for Atlas,2018-10-16,74,63,7.8,212,E10+,Ubisoft Toronto,No Online Multiplayer,
Resident Evil 6,2012-10-02,74,34,5.6,1467,M,Capcom,Up to 4 Players,
The Alliance Alive,2018-03-27,74,27,8.1,48,E10+,"Cattle Call, GREZZO, FuRyu",No Online Multiplayer,
Story of Seasons: Trio of Towns,2017-02-28,74,32,8.0,41,E10+,Marvelous Inc.,Up to 4 Players,
MindSeize,2020-09-29,74,7,8.0,11,,Kamina Dimension,,
Death end re;Quest 2,2020-08-25,74,13,6.9,15,M,Compile Heart,No Online Multiplayer,
The Coma 2: Vicious Sisters,2020-06-19,74,7,,,T,Devespresso Games,No Online Multiplayer,
Dark Nights with Poe and Munro,2020-05-19,74,7,5.3,4,,D'Avekki Studios Limited,,
Alone With You,2017-02-09,74,13,5.3,7,,Benjamin Rivers,,
Neverwinter,2016-07-19,74,7,6.6,105,T,Cryptic Studios,,
Grim Legends: The Forsaken Bride,2016-06-10,74,7,,,T,Artifex Mundi,,
Need for Speed Underground Rivals,2005-03-14,74,36,8.2,50,E,Team Fusion,,1-4 Players
Inazuma Eleven 2: Blizzard,2012-03-16,74,15,8.3,25,,Level 5,,
Vietcong (2003),2003-03-26,74,22,8.5,108,T,Pterodon,,1-32 Players
Star Ocean: The Last Hope International,2010-02-08,74,45,7.9,142,T,"Square Enix, Tri-Ace",No Online Multiplayer,
Bad North,2018-08-28,74,9,6.8,48,T,Plausible Concept, No Online Multiplayer,
Immortal Redneck,2018-05-10,74,9,6.9,19,M,Crema Games,No Online Multiplayer,
Marble Saga: Kororinpa,2009-03-17,74,16,7.8,8,E,Hudson Entertainment,4 Players Online,1-4 Players
Just Cause 3,2015-11-30,74,50,5.7,760,M,Avalanche Studios,No Online Multiplayer,
Dance Central Spotlight,2014-09-02,74,19,6.8,49,T,Harmonix Music Systems,,
Smash Court Tennis Pro Tournament 2,2004-06-08,74,41,8.6,15,E,Namco,,1-4 Players
Pathfinder: Kingmaker - Definitive Edition,2020-08-18,74,16,5.0,23,T,Owlcat Games,No Online Multiplayer,
Masters of Anima,2018-04-10,74,21,4.7,14,E10+,Passtech Games,No Online Multiplayer,
Frobisher Says!,2012-10-23,74,14,7.3,68,E10+,Honeyslug Ltd,,
Super Mutant Alien Assault,2019-07-12,74,7,,,T,Cybernate,No Online Multiplayer,
Devil May Cry,2019-06-24,74,11,8.3,70,M,Capcom,No Online Multiplayer,
Moonlighter,2018-05-29,74,24,7.4,143,E10+,"11 bit studios, Digital Sun",No Online Multiplayer,
Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night,2013-05-14,74,11,7.7,28,E10+,Lucid Games,,1 Player
Naruto: Clash of Ninja 2,2006-09-26,74,22,8.7,43,T,8ing/Raizing,,1-4 Players
MX vs. ATV Reflex,2009-12-01,74,44,7.1,15,E,Rainbow Studios,Up to 12 Players,
Song of Horror,2019-10-31,74,25,7.4,34,,Protocol Games,,
Take Command: 2nd Manassas,2006-04-26,74,20,7.8,40,T,MadMinute Games,,1 Player
Kingdom,2015-10-21,74,17,7.6,72,,Thomas van den Berg,,
Dead Rising 2: Case West,2010-12-27,74,39,6.7,35,M,Blue Castle Games,,
Onimusha: Warlords,2019-01-15,74,15,6.4,29,M,"Capcom, NeoBards Entertainment",No Online Multiplayer,
Tom Clancy's Rainbow Six Siege,2015-12-01,74,24,7.0,377,M,Ubisoft Montreal,Up to 10 Players,
Super Monkey Ball: Banana Blitz,2006-11-14,74,53,5.8,85,E,Sega,No Online Multiplayer,1-4 Players
void tRrLM(); //Void Terrarium,2020-07-14,74,11,7.2,6,T,Nippon Ichi Software,No Online Multiplayer,
Alder's Blood,2020-03-13,74,12,7.6,21,T,Shockwork Games,No Online Multiplayer,
Age of Booty,2008-10-16,74,8,5.7,18,E,Certain Affinity,,1 Player
Blackguards 2,2015-01-20,74,48,7.3,86,,Daedalic Entertainment,,
Insurgency,2013-03-01,74,24,8.6,604,,New World Interactive,,
Madden NFL 25,2013-11-12,74,13,5.2,125,E,EA Sports,,
Disgaea D2: A Brighter Darkness,2013-10-08,74,37,8.1,65,T,Nippon Ichi Software,No Online Multiplayer,
Monster Energy Supercross - The Official Videogame 3,2020-02-04,74,7,6.0,14,E,Milestone S.r.l,Up to 12 Players,
Omensight,2018-05-15,74,24,7.0,25,T,Spearhead Games,No Online Multiplayer,
Paper Monsters Recut,2014-10-16,74,7,8.0,9,E,Mobot Studios LLC,,
Fat Princess: Fistful of Cake,2010-05-04,74,33,8.7,25,T,SuperVillain Studios,,1-8 Players
Need for Speed Heat,2019-11-08,74,29,6.7,158,T,Ghost Games,Up to 16 Players,
Resonance of Fate,2010-03-16,74,43,7.7,104,T,Tri-Ace,No Online Multiplayer,
Formula One Championship Edition,2007-02-27,74,55,8.1,67,E,Studio Liverpool,10 Players Online,1 Player
GRIP: Combat Racing,2018-11-06,74,18,7.8,28,E10+,Caged Element Inc.,,
Inazuma Eleven,2011-08-26,74,11,7.9,24,E,Level 5,,
Space Pirates and Zombies,2011-06-19,74,12,7.5,153,,MinMax Games Ltd.,,
Runaway: A Road Adventure,2003-08-28,74,19,7.8,84,T,Pendulo Studios,,1 Player
I Am Setsuna,2016-07-19,74,72,7.4,190,E10+,Tokyo RPG Factory,,
Ring of Pain,2020-10-15,74,9,,,,Twice Different,,
A Hat in Time,2017-12-06,74,17,7.9,50,T,Gears for Breakfast,No Online Multiplayer,
Midway Arcade Treasures 2,2004-10-11,74,28,7.8,4,M,Backbone Entertainment,,1-4 Players
Legacy of Kain: Defiance,2003-11-11,74,30,7.9,21,M,Crystal Dynamics,,1 Player
Magic Pengel: The Quest for Color,2003-06-26,74,24,7.5,12,E,Taito Corporation,,1-2 Players
EverQuest Online Adventures,2003-02-09,74,22,8.1,32,T,Sony Online Entertainment,,Massively Multiplayer
NCAA March Madness 2003,2002-11-21,74,13,7.9,23,E,NuFX,,1-8 Players
Rocky,2002-11-18,74,14,8.6,12,T,Rage Software,,1-2 Players
NBA Live 2001,2001-01-22,74,18,,,E,EA Sports,,1-8 Players
Hotline Miami 2: Wrong Number,2015-03-10,74,67,7.6,642,M,Dennaton,,
Harvest Moon 3D: A New Beginning,2012-11-06,74,21,7.7,69,E,Marvelous AQL,Up to 4 Players,
Killer7,2005-07-07,74,57,8.7,104,M,Grasshopper Manufacture,,1 Player
"Guns, Gore & Cannoli",2015-04-30,74,19,7.6,42,T,Claeys Brothers Arts,,
The Sky Crawlers: Innocent Aces,2010-01-12,74,42,8.2,15,T,Access Games,,
Not a Hero,2016-02-02,74,26,6.4,53,M,roll7,,
99Bullets,2011-05-23,74,8,,,E,"Arc System Works, EnjoyUp Games",,1 Player
Super Mario Bros. 35,2020-10-01,74,26,7.5,52,,Nintendo,,
Tesla vs Lovecraft,2018-03-16,74,10,7.1,12,T,10tons,No Online Multiplayer,
Binary Domain,2012-02-28,74,43,8.1,203,M,Sega,Up to 10 Players,
Dr. Mario / Puzzle League,2005-11-28,74,14,7.8,5,E,Intelligent Systems,,1-2 Players
Sega Rally Revo,2007-11-19,74,9,7.5,21,E,SEGA Racing Studio,6 Players Online,1 Player
Destroy All Humans!,2005-06-21,74,50,8.1,84,T,Pandemic Studios,,1 Player
Superliminal,2019-11-12,74,31,7.8,96,,Pillow Castle Games,,
Evidence: The Last Ritual,2006-10-16,74,19,7.2,10,M,Lexis Numerique,,1 Player
Deponia,2012-08-06,74,33,8.1,390,,Daedalic Entertainment,No Online Multiplayer,
Cake Bash,2020-10-15,74,12,7.0,6,,High Tea Frog,,
Shadow Bug,2018-03-30,74,11,6.0,13,E10+,Muro Studios Ltd.,No Online Multiplayer,
The Escapists,2015-02-13,74,31,6.7,33,T,Mouldy Toof Studios,,
Dungeon Siege: Throne of Agony,2006-10-30,74,32,7.7,27,T,SuperVillain Studios,,1-2 Players
The Raven: Legacy of a Master Thief,2013-07-23,74,36,6.8,75,T,KING Art,,
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,2017-04-18,74,12,5.8,16,T,Telltale Games,,
Nobunaga's Ambition: Sphere of Influence - Ascension,2016-10-25,74,12,7.1,11,T,Koei Tecmo Games,,
Dungeon Runners,2008-07-02,74,16,5.8,12,T,NCSOFT,,Massively Multiplayer
Blitzkrieg (2003),2003-05-12,74,14,7.8,50,T,Nival Interactive,,1-8 Players
Genji: Dawn of the Samurai,2005-09-20,74,49,8.8,27,M,Game Republic,,1 Player
Trackmania,2020-07-01,74,27,4.1,116,,Ubisoft Nadeo,,
Where the Water Tastes Like Wine,2018-02-28,74,40,5.3,30,,Dim Bulb Games,,
Batman: Arkham Origins,2013-10-25,74,46,7.5,742,T,WB Games Montreal,,
Marvel: Ultimate Alliance 2,2009-09-15,74,48,7.2,61,T,Vicarious Visions,,1-4 Players
Masters of Anima,2018-04-10,74,12,,,E10+,Passtech Games,No Online Multiplayer,
Zoonies - Escape From Makatu,2011-08-18,74,8,,,E,Kiloo,,1 Player
Rugby 08,2007-07-17,74,21,7.4,25,E,EA Canada,,1-4 Players
Ankh,2006-08-31,74,22,6.9,15,T,Deck 13,,1 Player
Meteos: Disney Magic,2007-02-20,74,36,6.6,5,E,Q Entertainment,,1-4 Players
Cars 2: The Video Game,2011-06-21,74,31,7.2,21,E10+,Avalanche Software,,1-4 Players
Black Future '88,2019-11-21,74,7,7.1,7,T,SuperScarySnakes,Online Multiplayer,
Assassin's Creed Syndicate,2015-11-19,74,14,6.3,910,M,Ubisoft Quebec,No Online Multiplayer,
Mercury Hg,2011-09-28,74,22,7.6,10,E,UTV Ignition Games,,
Big Brain Academy,2006-06-05,74,45,7.5,29,E,Nintendo,,1-8 Players
Expeditions: Viking,2017-04-27,74,33,8.0,110,,Logic Artists,,
Def Jam Rapstar,2010-10-05,74,36,6.1,9,T,"Terminal Reality, 4mm Games",,1 Player
Far Cry Primal,2016-02-29,74,18,5.6,689,M,Ubisoft Montreal,No Online Multiplayer,
Tom Clancy's HAWX,2009-03-03,74,35,7.9,46,T,Ubisoft Romania,,
Bad Mojo: Redux,2004-12-10,74,12,6.6,17,T,Pulse Entertainment,No Online Multiplayer,1 Player
Magicka,2011-01-25,74,44,7.6,645,T,Arrowhead Game Studios,,
Mages of Mystralia,2017-05-18,74,21,8.5,26,,Borealys Games,,
The Coma 2: Vicious Sisters,2020-09-04,74,9,,,,Devespresso Games,,
Life is Strange 2: Episode 2 - Rules,2019-01-24,74,7,4.4,27,M,DONTNOD Entertainment,No Online Multiplayer,
The Turing Test,2016-08-30,74,31,6.7,116,E10+,Bulkhead Interactive,No Online Multiplayer,
3D Thunder Blade,2015-05-14,74,8,7.1,9,E10+,M2,,
Galaga Legions DX,2011-06-29,74,31,6.8,4,E,Namco Bandai Games,,
Naruto Shippuden: Ultimate Ninja Storm Generations,2012-03-13,74,23,7.0,107,T,"CyberConnect2, Racjin",Up to 8 Players,
LEGO Batman: The Videogame,2008-09-23,74,17,7.9,31,E10+,Traveller's Tales,,
Prince of Persia Rival Swords,2007-04-03,74,16,8.4,25,T,"Pipeworks Software, Inc.",,1-2 Players
One Line Coloring,2020-08-21,74,9,,,,MythicOwl,,
Resolutiion,2020-05-28,74,8,,,T,Monolith of Minds,No Online Multiplayer,
The Surge,2017-05-16,74,17,7.2,79,M,Deck 13,No Online Multiplayer,
Borderlands: The Pre-Sequel,2014-10-14,74,16,6.4,188,M,2K Australia,Up to 4 Players,
The Sims 3 Supernatural,2012-09-04,74,16,6.2,55,T,The Sims Studio,,
Dai Senryaku VII: Modern Military Tactics,2005-02-16,74,11,7.6,7,E,SystemSoft,,1-4 Players
Worms 3D,2004-03-11,74,15,7.1,68,T,Team17,,1-4 Players
Rayman 3: Hoodlum Havoc,2003-03-18,74,8,8.0,94,E,Ubisoft,,1 Player
Headhunter,2002-05-09,74,24,8.2,25,M,Amuze,,1 Player
Comanche 4,2001-11-12,74,16,7.6,30,T,NovaLogic,Up to 16 Players,1-16 Players
Icewind Dale: Heart of Winter,2001-02-19,74,15,7.7,62,T,Black Isle Studios,,1-6 Players
Dino Crisis,2000-11-14,74,12,8.7,52,M,Capcom,,
Summoner,2000-10-25,74,16,7.5,16,T,Volition Inc.,,1 Player
Star Trek: Klingon Academy,2000-06-21,74,14,7.2,14,T,14 Degrees East,,1-6 Players
Total Annihilation: Kingdoms,1999-06-23,74,18,8.5,31,T,Cavedog Entertainment,,1-8 Players
Disney Infinity,2013-08-18,74,38,6.6,84,E10+,Avalanche Software,,
Just Dance 3,2011-10-07,74,15,7.9,21,E10+,Ubisoft,,
CAPSIZED,2013-07-05,74,22,7.2,18,T,Koolhaus Games,,
Grow Up,2016-08-16,74,8,6.9,19,E,Ubisoft Reflections,,
Need for Speed Carbon,2006-10-31,74,26,8.4,98,E10+,EA Canada,,1-2 Players
Atelier Totori: The Adventurer of Arland,2011-09-27,74,19,8.1,84,T,Gust,No Online Multiplayer,
The Sims: House Party,2001-03-26,74,17,7.8,35,T,Maxis,,
Phoenix Point,2019-12-03,74,48,5.8,343,,Snapshot Games Inc.,,
Ancestors Legacy,2019-08-13,74,12,7.2,22,M,Destructive Creations,Up to 6 Players,
Crookz: The Big Heist,2015-08-25,74,11,7.3,14,,Skilltree Studios,,
Hasbro Family Game Night: Connect Four,2009-03-18,74,9,,,E,Electronic Arts,,
Massive Assault Network,2004-04-13,74,10,4.3,4,,Wargaming.net,,1-2 Players
Super Stardust Ultra,2015-02-10,74,33,7.1,32,E,d3t Ltd,,
Gigantic,2017-07-20,74,12,7.5,30,T,Motiga,,
GRID,2019-10-08,74,13,5.2,77,E,Codemasters,Online Multiplayer,
Jotun: Valhalla Edition,2018-04-27,74,14,6.9,25,T,Thunder Lotus Games,No Online Multiplayer,
Major League Baseball 2K7,2007-02-26,74,19,4.7,7,E,Kush Games,2 Players 2 Players Online,1-2 Players
Trials of Mana,2020-04-24,74,29,7.8,100,T,"Square Enix, GREZZO, Xeen",No Online Multiplayer,
Life is Strange: Episode 4 - Dark Room,2015-07-28,74,11,8.5,106,M,DONTNOD Entertainment,,
King's Bounty: Warriors of the North,2012-10-25,74,14,7.0,104,,"Katauri Interactive, Katuri Interactive",No Online Multiplayer,
Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-14,74,12,6.3,15,T,Stainless Games,,
Left 4 Dead 2: The Passing,2010-04-22,74,9,8.2,41,M,Valve Software,,
Steambot Chronicles,2006-05-23,74,35,8.3,27,T,Irem,,1-2 Players
Nantucket,2018-01-18,74,16,7.4,19,,Picaresque Studio,,
"Warhammer 40,000: Space Marine",2011-09-05,74,34,7.5,664,M,Relic,,1 Player
Sega Rally Revo,2007-10-09,74,14,7.5,11,E,Bugbear,4 Players Online Up to 4 Players,1 Player
Snake Pass,2017-03-29,74,18,6.1,18,E,Sumo Digital,,
Layers of Fear,2016-02-16,74,38,7.2,150,M,Bloober Team,,
Gatling Gears,2011-05-11,74,40,7.7,23,E10+,Vanguard Games,,
Ghostbusters: The Video Game,2009-06-16,74,26,7.8,152,T,Terminal Reality,Up to 4 Players,
Tourist Trophy,2006-04-04,74,56,8.5,22,E,Polyphony Digital,,1-2 Players
WWE SmackDown vs. Raw 2008,2007-11-13,74,27,7.2,49,T,Yuke's,,1-4 Players
Street Fighter V,2016-02-16,74,33,3.1,509,T,Capcom,,
Zombie Army 4: Dead War,2020-02-04,74,15,5.2,36,M,Rebellion,Up to 4 Players,
Bloodstained: Ritual of the Night,2019-06-25,74,17,5.5,214,T,ArtPlay, No Online Multiplayer,
Dawn of Man,2019-03-01,74,9,6.9,70,T,Madruga Works,No Online Multiplayer,
Ys: Memories of Celceta,2018-07-25,74,7,7.4,13,,Falcom,No Online Multiplayer,
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,2018-03-27,74,24,6.6,31,T,Gust,No Online Multiplayer,
NBA 2K18,2017-09-15,74,15,4.3,172,E10+,Visual Concepts,Up to 10 Players,
ChromaGun,2017-08-22,74,10,6.0,6,E10+,Pixel Maniacs,No Online Multiplayer,
Collar x Malice,2017-07-28,74,7,8.7,9,M,Otomate,No Online Multiplayer,
Super Cloudbuilt,2017-07-28,74,8,7.1,9,T,"Coilworks, Double Eleven",,
Pinball FX 2: Star Wars Pinball - Rogue One,2017-01-31,74,7,3.5,6,,Zen Studios,,
Milkmaid of the Milky Way,2017-01-04,74,9,7.1,7,,machineboy,,
Heaven's Hope,2016-02-25,74,8,6.7,11,,Mosaic Mask,,
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,2015-03-18,74,10,7.4,19,M,Capcom,,
The Guided Fate Paradox,2013-11-05,74,27,7.8,64,T,Nippon Ichi Software,No Online Multiplayer,
Incredipede,2012-10-25,74,7,6.7,26,,Northway Games,,1 Player
TrackMania: Build to Race,2011-03-24,74,17,7.3,6,E,Firebrand Games,,
WWE SmackDown vs. Raw 2011,2010-10-26,74,42,7.9,55,T,Yuke's,,
Broken Sword: Shadow of the Templars - The Director's Cut,2009-03-24,74,29,8.2,16,T,Revolution Software,,1-2 Players
World Series of Poker 2008: Battle for the Bracelets,2007-09-26,74,10,6.7,6,T,Left Field Productions,,1 Player
Ridge Racer 6,2005-11-17,74,65,7.3,32,E,Namco,,1-2 Players
Ultra Bust-A-Move,2004-11-04,74,12,,,E,Taito Corporation,2 Players Online,1-2 Players
Classic NES Series: Castlevania,2004-10-25,74,10,8.7,21,E,Konami,,1 Player
Manhunt,2004-04-20,74,37,8.0,21,M,Rockstar North,,1 Player
1503 A.D. - The New World,2003-03-23,74,14,7.6,21,T,Sunflowers Interactive,,1-8 Players
Apex,2003-02-17,74,26,7.3,10,E,Milestone S.r.l,,1-2 Players
MX Superfly,2002-11-20,74,12,,,E,Pacific Coast Power & Light,,1-2 Players
Evil Islands: Curse of the Lost Soul,2001-04-17,74,17,7.9,59,T,Nival Interactive,,1-6 Players
Hidden & Dangerous,1999-07-29,74,13,7.8,32,M,Illusion Softworks,,
Kinectimals,2010-11-04,74,50,3.4,74,E,Frontier Developments,,
Katamari Forever,2009-09-22,74,51,8.0,57,E,Bandai Namco Games,,
Toukiden: Kiwami,2015-03-31,74,35,7.4,87,T,Koei Tecmo Games,Up to 4 Players,
Naruto Shippuden: Clash of Ninja Revolution III,2009-11-17,74,23,7.7,26,T,8ing/Raizing,,
LIT,2009-02-09,74,20,7.4,7,E10+,WayForward,,1 Player
Moving Out,2020-04-28,74,24,8.0,22,E,SMG Studio,Up to 4 Players,
Unmechanical,2012-08-08,74,24,7.7,81,,"Teotl Studios, Talawa Games",No Online Multiplayer,
Dungeons & Dragons Online: Stormreach,2006-02-28,74,33,6.9,74,T,Turbine Inc.,,Massively Multiplayer
Sam & Max: Season One,2008-10-15,74,34,8.3,16,T,Telltale Games,,1 Player
Drone Tactics,2008-05-12,74,12,7.4,7,E10+,Success,2 Players Online,1 Player
TT Isle of Man: Ride On The Edge 2,2020-03-19,74,17,6.3,12,E,KT Racing,Up to 8 Players,
Dive: The Medes Islands Secret,2010-07-26,74,13,,,E,Over the Top Games,,1 Player
Shadow Complex Remastered,2016-03-16,74,14,5.8,13,T,Chair Entertainment,,
God Wars: Future Past,2017-03-28,74,16,6.7,31,T,Kadokawa,No Online Multiplayer,
Gibbous -  A Cthulhu Adventure,2019-08-07,74,14,6.5,47,,Stuck In Attic,,
Yonder: The Cloud Catcher Chronicles,2018-05-17,74,15,7.4,40,E,Prideful Sloth,No Online Multiplayer,
The Dungeon of Naheulbeuk: The Amulet of Chaos,2020-09-17,74,14,7.8,25,,Artefacts Studio,,
Relicta,2020-08-03,74,15,7.5,13,,Mighty Polygon,,
WWE 2K14,2013-10-29,74,22,7.4,137,T,Yuke's,,
Marble It Up!,2018-09-29,74,12,7.4,7,E,Bad Habit Productions,No Online Multiplayer,
Midway Arcade Treasures 2,2004-10-11,74,38,6.7,9,M,Backbone Entertainment,,1-4 Players
Resident Evil: Revelations,2013-05-21,74,30,7.5,276,M,Capcom,,1 Player
One Piece: Pirate Warriors 3,2015-08-25,74,34,7.7,163,T,Omega Force,,
Saints Row: The Third Remastered,2020-05-22,74,43,6.3,64,M,Sperasoft,2 Players,
Puyo Puyo Champions,2019-05-07,74,10,6.5,13,E,Sega,Up to 4 Players,
Castlevania Requiem: Symphony of the Night & Rondo of Blood,2018-10-26,74,32,7.3,61,T,Konami,No Online Multiplayer,
Call of Duty: Black Ops III - Awakening,2016-02-02,74,19,5.4,46,,Treyarch,,
Guitar Hero: Warriors of Rock,2010-09-28,74,46,7.4,34,T,Neversoft Entertainment,Up to 4 Players,
Full Spectrum Warrior,2005-03-21,74,24,8.0,14,M,Pandemic Studios,2 Players Online,1 Player
Nano Assault EX,2013-03-07,74,16,7.6,25,E10+,Shin'en,,1 Player
UFC Undisputed 2010,2010-09-07,74,27,7.0,14,T,Yuke's,,
Clustertruck,2018-03-15,74,9,6.4,19,E,tinyBuild,No Online Multiplayer,
LEGO Marvel Super Heroes 2,2017-11-14,74,18,7.6,22,E10+,TT Games,No Online Multiplayer,
Costume Quest 2,2014-10-28,74,7,6.8,35,E10+,Double Fine Productions,,
Jet Grind Radio,2003-06-26,74,22,8.0,8,E,Vicarious Visions,,1-4 Players
RollerCoaster Tycoon 2,2002-10-15,74,22,8.7,162,E,Chris Sawyer,,1 Player
Pirates: The Legend of Black Kat,2002-03-24,74,16,7.8,6,T,Westwood Studios,,1-2 Players
Cossacks: European Wars,2001-04-14,74,16,8.0,87,T,GSC Game World,No Online Multiplayer,1-8 Players
Dying Light,2015-01-27,74,58,7.9,1569,M,Techland,,
Mass Effect 3: Leviathan,2012-08-28,74,18,6.8,110,M,BioWare,,
SingStar Queen,2009-08-04,74,37,6.7,7,T,SCEE,,1-8 Players
SUPERBEAT: XONiC,2017-11-21,74,9,7.5,12,T,Nurijoy,No Online Multiplayer,
Grow Home,2015-09-01,74,7,6.1,160,E,Ubisoft Reflections,,
Samurai Warriors: Spirit of Sanada,2017-05-23,74,31,6.9,17,T,Omega Force,,
F.E.A.R. 3,2011-06-21,74,34,5.8,506,M,Day 1 Studios,,1 Player
Lapis x Labyrinth,2019-05-28,74,7,4.4,11,E10+,Nippon Ichi Software,No Online Multiplayer,
Star Fox Guard,2016-04-22,74,33,7.3,96,E10+,"Nintendo, PlatinumGames",,
Journey to the Savage Planet,2020-01-28,74,57,7.1,68,T,Typhoon Studios,2 Players,
Mordheim: City of the Damned,2015-11-19,74,26,6.8,100,,Rogue Factor,,
God Eater 3,2019-07-12,74,13,7.2,31,T,"Bandai Namco Games, Marvelous First Studio",Up to 8 Players,
Snapshot,2012-08-30,74,8,7.2,21,E,Retro Affect,,
Power Stone Collection,2006-10-31,74,34,7.3,9,T,Capcom,,1-4 Players
The Swords of Ditto,2018-04-24,74,27,6.4,14,E10+,One Bit Beyond,No Online Multiplayer,
Payday 2,2013-08-13,74,12,6.2,191,M,Overkill Software,Up to 4 Players,
Ultimate Spider-Man,2005-09-22,74,52,8.2,98,T,Treyarch,,1 Player
Darkwood,2019-05-16,74,12,7.8,31,M,Acid Wizard Studio, No Online Multiplayer,
The Fall Part 2: Unbound,2018-02-13,74,7,,,T,Over The Moon,No Online Multiplayer,
Chroma Squad,2017-05-19,74,7,6.7,9,T,Behold Studios,No Online Multiplayer,
Devil May Cry HD Collection,2012-03-29,74,27,8.9,246,M,"Capcom, Pipeworks Software, Inc.",No Online Multiplayer,
Naruto Shippuden: Ultimate Ninja Storm Generations,2012-03-13,74,35,7.0,56,T,"CyberConnect2, Racjin",Up to 8 Players,
Destroy All Humans! 2,2006-10-17,74,38,8.0,23,T,Pandemic Studios,,1-2 Players
Fort Triumph,2020-04-16,74,12,7.4,16,,Fort Triumph LTD,,
Sky Force Reloaded,2017-11-28,74,13,7.7,23,E10+,Infinite Dreams Inc.,No Online Multiplayer,
Tachyon Project,2015-07-15,74,11,6.9,8,E,Eclipse Games,,
Oceanhorn: Monster of Uncharted Seas,2015-03-17,74,11,7.2,57,,Cornfox & Bros.,,
F.E.A.R. 3,2011-06-21,74,48,7.2,112,M,Day 1 Studios,Up to 4 Players,1-2 Players
Giana Sisters: Twisted Dreams - Owltimate Edition,2018-09-25,74,11,7.8,8,E,Black Forest Games,No Online Multiplayer,
Wolfenstein,2009-08-18,74,41,7.3,338,M,"id Software, Raven Software",Up to 12 Players,
The Lord of the Rings: The Third Age,2004-11-02,74,25,7.8,20,T,EA Games,,1-2 Players
Amplitude,2016-01-05,74,59,7.2,46,E,Harmonix Music Systems,,
Just Dance 2,2010-10-12,74,24,7.3,29,E10+,Ubisoft,,
The Secret World,2012-07-03,74,55,8.3,1302,M,Funcom,,
Army of Two: The 40th Day,2010-01-12,74,56,7.0,103,M,EA Montreal,Up to 10 Players,
